Unnamed: 0.1,Unnamed: 0,language,rating,category,combined_text,sentiment
69665,69665,kazakh,5.0,beauty,"өте жақсы ,  маған барлық жағынан ұнады . 
",positive
69701,69701,kazakh,5.0,beauty,"тауард уақытынан бұрын алып келді . каспи ,  рахмет . сапас жақсы ,  ұстағанға ыңғайлы . 
",positive
69737,69737,kazakh,5.0,beauty,"өте керемет 
",positive
69760,69760,kazakh,5.0,beauty,"тез қызады ,  өте жақсы . маған ұнады 
",positive
69765,69765,kazakh,5.0,beauty,"қысқа шашқа арналған ,  өзім қалағандай плойка ,  тез қызады ,  бұйрасы көпке шыдайда . рахмет саған ,  каспи 
",positive
69768,69768,kazakh,5.0,beauty,"жақсы зат :  қолдануға ыңғайлы ,  бағасы арзана 
",positive
69770,69770,kazakh,5.0,beauty,"өте жақсы . 
",positive
69787,69787,kazakh,5.0,beauty,"тауардың сапас өте жақсы . маған ұнады . тез қызады ,  түзі үтіктейді . ең кереметі сөмкеге өзіңмен салып жүрген өте ыңғайлы . 
",positive
69803,69803,kazakh,5.0,beauty,"қатты ұнады . тез қызады ,  тегіс үтіктейді . бәрі ұнады . 
",positive
69806,69806,kazakh,5.0,beauty,"керемет 
",positive
69808,69808,kazakh,5.0,beauty,"өте керемет ,  қатты ұнады . 
",positive
69820,69820,kazakh,5.0,beauty,"сапас өте керемет 
",positive
69834,69834,kazakh,5.0,beauty,"маған қатты ұнады . өте жылда қызады . алуға кеңес беремін . 
",positive
69837,69837,kazakh,5.0,beauty,"сулпакқа рахмет ! уақытынан кешіктірмей жеткізілді . курьер де өте сыпайы ! маған қатты ұнады . жылда қызады . тегіс әрі жылда үтіктейді . қолға ұстағанға ыңғайлы . 
",positive
69845,69845,kazakh,5.0,beauty,"маған қатты ұнады . асығып турғанда тез қызып утіктейді . сапас жақсы . 
",positive
69852,69852,kazakh,5.0,beauty,"кремет ,  маған ұнады ,  менин өзімнің ойымдағыдай тез ысыйд ,  өте жақсы шашт түзулейді 
",positive
69878,69878,kazakh,5.0,beauty,"супер ,  өте жақсы ! маған осын алуға совет берген үшін консультанттарға рақмет 
",positive
69880,69880,kazakh,5.0,beauty,"алғаныма өкінбеймін ,  өте күшті 
",positive
69944,69944,kazakh,5.0,small-home-appl,"алғаныма өкінбеймін . еденді жууға ыңғайлы ,  тұсқағазды ,  есіктерді жуамын ,  дым шаршамайсыз . толық тазалау жұмысы жасап шығуға аз ғана уақыт алада ,  балас көп ,  үйге өте жақсы микробтарда өлтіруге . жалпа ұнады 
",positive
69972,69972,kazakh,5.0,small-home-appl,"өте жақсы шаңсорғыш ,  7 жыл осыңдай моделімен қолдандым . міне тағы алдым . кемшілігі жоқ 
",positive
69986,69986,kazakh,5.0,small-home-appl,"түсініктемелерді оқып ,  алған едім . өте жақсы пікірлер жинаған тауар екен ,  дұрыс таңдадым деп ойлаймын ,  өзіме ұнады . 
",positive
70002,70002,kazakh,4.0,small-home-appl,"жақсы ,  маған ұнады ,  қоқыстарды тартуы керемет дауыс қатты шығады 
",positive
70011,70011,kazakh,5.0,small-home-appl,"шаңды өте жақсы сорада . сапасын риза болдым . 
",positive
70022,70022,kazakh,5.0,small-home-appl,"біріншіден ,  каспи бактың  « kaspi жұма »  науқанын ұйымдастырғанына алғыс айтқым келіп тұр ! екіншіден ,  шаңсорғышты evrika дүкенінен тапсырыс бердім ,  уақытпен тексерілген адал дүкендердің бірі ! тауар көңілден шықты ! отандастарым оса шаңсорғышты кеңес беремін ! жинақы ,  өлшемі кіші ,  сорғыш қуаты өте жоғары ,  жеңіл ,  және жинақта үш саптамас бар . қоқыс жинағыш контейнер көзге әлсіз сезіледі ,  уақыт көрсетер сапасын ! 
",positive
70053,70053,kazakh,4.0,small-home-appl,"күшті ,  маған қатты ұнады жоқ 
",positive
70060,70060,kazakh,5.0,small-home-appl,"барлығы ұнады ,  өте керемет ! 
",positive
70066,70066,kazakh,5.0,small-home-appl,"керемет . ұнады бізге . сыйлыққа алғам . өзіме де бугін сондай сатып алдым . рахмет каспи . 
",positive
70075,70075,kazakh,5.0,small-home-appl,"өте жақсы ,  сапал 
",positive
70102,70102,kazakh,5.0,small-home-appl,"өте жақсы шаңсорғыш ,  маған өте ұнады . пікірлерді оқып ,  алып едім ,  өкінбеймін 
",positive
70105,70105,kazakh,5.0,small-home-appl,"маған өте қатты ұнады ,  жылдамдығы тамаша 
",positive
70113,70113,kazakh,5.0,small-home-appl,"өте жақсы шаша қыл - қыбыр ,  бәрін тазалайда . көңілімнен шықты . өте керемет 
",positive
70116,70116,kazakh,5.0,small-home-appl,"өте керемет ,  қуаты жақсы 
",positive
70166,70166,kazakh,4.0,small-home-appl,"таңдап қолданып көріңіздер . техниканың ат техника қай уақытта не боларын білмейіз ғой не нәрсе болсад . өмірдің өзі солаять . әзірше ештеңе айталмаймын . жақсы сорада шаңды . дауыс қатты . 
",positive
70173,70173,kazakh,5.0,small-home-appl,"супер ,  керемет тазалайда ,  шаша атымный қалмайды ,  нағыз қызы бар үйге арналған 
",positive
70175,70175,kazakh,5.0,small-home-appl,"келіншегім мақтап жатыр ,  жаңа ғой әлі . бұзылса жамандаймыза ,  әзірге барлығы жақсы 
",positive
70176,70176,kazakh,5.0,small-home-appl,"сіздерге де алыңыздар деп кеңес беремін . менда пікірлерді оқып алғам ,  маған ұнады маған ұнады ,  шаңсорғыш супер . күшті сорада әзірше ештеңе байқамадым . былать жақсы 
",positive
70178,70178,kazakh,5.0,small-home-appl,"керемет шаңсорғыш екен . маған ұнады . алсаңыздар ,  өкінбейсіздер . 
",positive
70179,70179,kazakh,5.0,small-home-appl,"каспи магазинг рахмет маған ұнады ,  қолда басқаруы және тартуы өте керемет әзірге барлығы жақсы ,  кейіннен көреміз 
",positive
70189,70189,kazakh,5.0,small-home-appl,"жақсы шаңсорғыш маған бəрі ұнады ! әсіресе ,  кілемді жақсы тазалайда ,  шаша қалдырмайды ,  течь салмағы ауырлау екен . кемшілік əзірге байқамадым 
",positive
70190,70190,kazakh,4.0,small-home-appl,"алған затымның жақсы жері үш саптамас бар екен ! бір саптамас шаштард жинайтын маған өте ұнады сапас жақсы әзірге ! 
",positive
70191,70191,kazakh,5.0,small-home-appl,"сапас өте жақмы . шаңсорғыш ұнады ,  жақсы екен 
",positive
70196,70196,kazakh,5.0,small-home-appl,"пылесос класс . 
",positive
70202,70202,kazakh,4.0,small-home-appl,"жақсы . 
",positive
70203,70203,kazakh,4.0,small-home-appl,"маған ұнады . жақсы шаңсорғыш . өте ыңғайлы . 
",positive
70214,70214,kazakh,5.0,small-home-appl,"өте жақсы ,  ұнады ! 
",positive
70218,70218,kazakh,4.0,small-home-appl,"жалпа жаман емес . шаңсорғыш турал əйелім əлі ескерту айтпад )  тұтқасы ыңғайсыз орналасқан екен . 
",positive
70225,70225,kazakh,5.0,small-home-appl,"шаңсорғыштың сапас жақсы сияқты ,  біраз күн болда қолданып жатқанымызға ,  сондықтан ешқандай нашарлығын көрмедік . көп рахмет ! 
",positive
70254,70254,kazakh,5.0,small-home-appl,"машина керемет 
",positive
70259,70259,kazakh,5.0,small-home-appl,"машина маған ұнады ,  өте жақсы тігеді ,  тігісіде жақсы 
",positive
70263,70263,kazakh,3.0,small-home-appl,"дұрыс тартпайда 
",neutral
70265,70265,kazakh,5.0,small-home-appl,"апорт моллында сауд жасағанмын . ола жерде қызмет көрсету өте жоғары дәрежеде . қыздар жақсы түсіндіріп берді . каспиг үлкен рахмет өте керемет екен . қолдануға өте ыңғайлы . мена сиякты тiгiн машинкасын iздеген адамдарға оса janome escape q23gтi алуға ұсыныс жасаймын . машинаның дауыс акырын шығады . тiгiстерi де жақсы .  25 турлi тiгiсi бар жоқ 
",positive
70271,70271,kazakh,5.0,small-home-appl,"кеш жарық ! бәрi де өзiм ойлағандай болда . дәл каспи магазинд қалай суреттелгена болс ,  сол тауарға сұраныс ,  тастаған сәттен кейiн 3 кун iшiнде - ақ қол жеткiздiм . тауар өте сапал ,  көңiлiмнен шықты ,  қолданып өз әжетiмiзге жаратып жатырмыза . рахмет ! 
",positive
70296,70296,kazakh,5.0,small-home-appl,"егер осын алсаңыз ,  өте орында таңдау болғаны . шағын және ыңғайлы . 
",positive
70318,70318,kazakh,1.0,small-home-appl,"алғаныма өкініп қалдым . жеңіл . онша қоқысты сормайд . тез толып калада . әрбір қолданған сайын ішін жуып кептіріп коймасан ,  мүлдем сормаять қалады . басында қылшағы жоқ . 
",negative
70343,70343,kazakh,5.0,small-home-appl,"жақсы ,  бірақ құбыршегі айналмайда екен 
",positive
70373,70373,kazakh,5.0,small-home-appl,"ұнады ,  жақсы сорада ,  ешқандай минус жоқ 
",positive
70384,70384,kazakh,1.0,small-home-appl,"шнурын жинайтын дұрыс жинамайда ,  ұстағаныма 1ай болған жоқ . 
",negative
70389,70389,kazakh,5.0,small-home-appl,"маған ұнады ,  тарту күштері өте жақсы ,  алғаныма өкінбеймін . сіздерге де кеңес беремін сапал ,  жақсы затт алуыңызға . 
",positive
70398,70398,kazakh,4.0,small-home-appl,"бәрі жақсы . рахмет саған ,  каспи . бағасы қолжетімді . фильтрді үнемі тазылап туруға тур келеді ,  тез толып қала береді ! 
",positive
70399,70399,kazakh,5.0,small-home-appl,"бәрі ұнады . өте керемет 
",positive
70406,70406,kazakh,5.0,small-home-appl,"өте ұнады ,  жақсы тартада ,  және сым ұзын 
",positive
70410,70410,kazakh,4.0,small-home-appl,"керемет ,  бәрі ұнады . 
",positive
70413,70413,kazakh,5.0,small-home-appl,"тауар маған қатты ұнайды ,  осымя 3 рет алып жатырмын . кто дегенда 4 - 5 жыл қызмет етеді . каспи магазинг бөлек төлеуге алғыс айтамын ,  кез келгена тауард үйде отырып ,  таңдап ,  бөліп төлеуге бір мезетт алый аласын . 
",positive
70420,70420,kazakh,5.0,small-home-appl,"маған ұнады ,  қолжетімді ,  артық тазалап отыруд қажет етпейді ,  жақсы сорада 
",positive
70427,70427,kazakh,4.0,small-home-appl,"өте жақсы шаңсорғыш ,  өз бағасына турарлық . течь айта кететін нәрсе әр қолданған соң жуып ,  тазалап тур керек екен . үлкен үйлерге арналмаған екен . үлкен үйімізді тазалап біткенше 2 - 3 рет төгін тазалап тұрамыз 
",positive
70433,70433,kazakh,5.0,small-home-appl,"сыйлыққа алдым ,  күшті екен деп қуанып қалды ,  рахмет 
",positive
70438,70438,kazakh,5.0,small-home-appl,"өте ыңғайлы ,  бағасына лайықты жеңіл ,  дұрыс пайдаланс ұзақ пайдалануға болад . 
",positive
70443,70443,kazakh,5.0,small-home-appl,"жақсы тауар ,  әдемі 
",positive
70481,70481,kazakh,4.0,small-home-appl,"косылғанда еріген резинаның иісі қатты шығады 
",positive
70494,70494,kazakh,5.0,small-home-appl,"керемет 
",positive
70495,70495,kazakh,4.0,small-home-appl,"тауар өте жақсы ,  ұнады еденді да ,  төсекті жақсы тазартада кішкене дауыс болмас 
",positive
70496,70496,kazakh,5.0,small-home-appl,"супер шаңсорғыш ,  керемет істейді ,  рахмет 
",positive
70500,70500,kazakh,5.0,small-home-appl,"керемет пылесос екен ! 
",positive
70501,70501,kazakh,5.0,small-home-appl,"өте ұнады ,  жақсы тазалайда ,  щеткасы өте жеңіл ,  супер 
",positive
70502,70502,kazakh,3.0,small-home-appl,"болад ,  бірақ мена одан жақсы сапа күтіп едім . өте - өте үлкен ,  ауыр екен ,  пылесост әкелгенде шошып кеттім !  
 фотодан көргенде кіші болып көрінген .  
 этаж үй болс көп орын алада . жер үй болған соң жарайд деп қалдырдым . азайтып ,  көбейтетін режим жоқ . 
",neutral
70503,70503,kazakh,3.0,small-home-appl,"шаңды жақсы сорада . басындағы щеткасы кішкентай ,  ручкас ұзын бойға ыңғайсыз . 
",neutral
70524,70524,kazakh,5.0,small-home-appl,"маған өте қатты ұнады . жақсы тігеді . бағасы жақсы . трикотаж ,  жұқа маталард тіге береді . келгенда құю әлдеқашан жасап қойған . 
",positive
70529,70529,kazakh,5.0,small-home-appl,"керемет ,  ұнады . 
",positive
70588,70588,kazakh,5.0,small-home-appl,"бәрі керемет ,  каспи банкка рахмет ! барлығы жақсы ,  тауар ұнады 
",positive
70598,70598,kazakh,5.0,small-home-appl,"обалдение пылесос ! 
",positive
70603,70603,kazakh,5.0,small-home-appl,"керемет шаңсорғыш . үлкен ,  мықты ,  үлкен үйді жинауға дәл өзі 
",positive
70677,70677,kazakh,4.0,small-home-appl,"өзінің құнына сəйкес жақсы жұмыс жасап тұр . жеңіл . ыңғайлы . сипаттамасын сəйкес жұмыс жасайд ,  бірақ кілем үстіндегі қыл қоқымдарды толық алмайда . 
",positive
70744,70744,kazakh,5.0,small-home-appl,"маған үтік өте қатты ұнады . ризамын 
",positive
70750,70750,kazakh,5.0,small-home-appl,"рахмет ! здравствовать ! все супер ! утюг прямой классный ! прямой нужный вещь . спасибо огромный ! нравиться 
",positive
70777,70777,kazakh,3.0,small-home-appl,"тез қызады токтан ажыратқаннан кейiн тез суымайд . майда жыйрықты онша кетiрмiйдi . 
",neutral
70801,70801,kazakh,4.0,small-home-appl,"тамаша . тауар өте жақсы . қолдануға ыңғайлы . бағасына тұрарлықтай . течь дауыс өте қатты шығады қосулы кезінде . қолданбайтын кезде көп орын алмайд . 
",positive
70803,70803,kazakh,5.0,small-home-appl,"жақсы . 
",positive
70818,70818,kazakh,5.0,small-home-appl,"рахмет ,  керемет 
",positive
70842,70842,kazakh,5.0,small-home-appl,"маған үтік ұнады . ешқандай кемшілік жоқ 
",positive
70845,70845,kazakh,5.0,small-home-appl,"жақсы ,  ұнады 
",positive
70849,70849,kazakh,5.0,small-home-appl,"өте керемет ,  маған ұнады . каспи банкқа үлкен рахмет . барлық техникамды сіздер арқылы алдым . кемшілігін әлі көрмедім . 
",positive
70852,70852,kazakh,4.0,small-home-appl,"жаксы істейді ,  бар жағынан жақсы 
",positive
70853,70853,kazakh,5.0,small-home-appl,"маған қатты ұнады ! 
",positive
70862,70862,kazakh,5.0,small-home-appl,"маған қатты унада ,  сіздерге көп - көп рахмет 
",positive
70908,70908,kazakh,5.0,small-home-appl,"жақсы . 
",positive
70910,70910,kazakh,5.0,small-home-appl,"шаңды ,  қоқысты жақсы алада . 
",positive
70913,70913,kazakh,5.0,small-home-appl,"ұнады ,  ойымдағыдай :  жеңіл және дауыс қатты шықпайды ,  шаштард және басқа ұсақ - түйекттің бәрін жақсы тазартада ! 
",positive
70971,70971,kazakh,5.0,small-home-appl,"керемет шаңсорғыш ,  рахмет 
",positive
70979,70979,kazakh,5.0,small-home-appl,"өте керемет ,  маған қатты ұнады 
",positive
70984,70984,kazakh,5.0,small-home-appl,"шаңсорғыш ұнады . 
",positive
71004,71004,kazakh,3.0,small-home-appl,"кәдімгі шаңсорғыш ала керек жақсы ,  екеуінде бір қарағанда . қуаты аз ,  дұрыс сормайдф . течь есть үшін демесный 
",neutral
71022,71022,kazakh,4.0,small-home-appl,"кель сало шаңсорғышпен үйді тазаладой . үш қабатты тоқтаусыз тазалап шықтым . ұнады . 
",positive
71023,71023,kazakh,5.0,small-home-appl,"шаңсорғыш маған ұнады . шаң сорғанда дауыс қатты шықпайды ,  басқа шаңсорғыштар секілді . жақсы жұмыс істейді . 
",positive
71030,71030,kazakh,1.0,small-home-appl,"ұнамады (  қатты қызып кета береді 
",negative
71056,71056,kazakh,5.0,small-home-appl,"маған шаңсорғыш ұнады . 
",positive
71078,71078,kazakh,3.0,small-home-appl,"ұзақ уақыт тұрасың . ілген киімің ілгегінде қозғалып кета береді . ұзын тіреуіші былқылдап шайқатыла береді . бұған қарағанда үтік жақсы . 
",neutral
71155,71155,kazakh,5.0,small-home-appl,"бізге ұнады . рахмет . бәрі жақсы . 
",positive
71158,71158,kazakh,5.0,small-home-appl,"тамаша . каспи қызметкерлеріне улкен рахмет ! жылда ,  уақытынан бұрын жеткізуді жасада ,  жарайсындар ! үтік өте қолайлы ,  жеңіл ,  бізге ұнады 
",positive
71165,71165,kazakh,5.0,small-home-appl,"керемет ! 
",positive
71171,71171,kazakh,5.0,small-home-appl,"жақсы ,  өте керемет ,  ыңғайлы ,  жақсы үтіктейді 
",positive
71190,71190,kazakh,5.0,small-home-appl,"керемет маган катт унада 
",positive
71197,71197,kazakh,5.0,small-home-appl,"тез қызады ,  сол жағынан жақсы ауырлығы жаман екен 
",positive
71226,71226,kazakh,5.0,small-home-appl,"керемет утюг . супер . алганым өкінбеймін . үстіктей бергін келеді 
",positive
71240,71240,kazakh,5.0,small-home-appl,"өте керемет . арманымыздағы үтік екен . бұл үтікті алсаңыздар ,  өкінбейсіздер . сапас жақсы екен . 
",positive
71249,71249,kazakh,4.0,small-home-appl,"әзірше сапасын ризамын ,  ұнады . 
",positive
71269,71269,kazakh,5.0,small-home-appl,"үтік өте керемет . буда жақсы шығарады . маған қатты ұнады . сым ұзын екен . 
",positive
71276,71276,kazakh,4.0,small-home-appl,"жека өзіме тауар өте ұнады . жақсы үтіктейді бу шығарған кезде қатты дауыс жығарады екен . сол жағы құлаққа жағымсыз 
",positive
71288,71288,kazakh,5.0,small-home-appl,"жақсы . 
",positive
71295,71295,kazakh,5.0,small-home-appl,"тауар сапал ,  жақсы үтіктейді . қыртыс қалдырмайды . сым ұзын . маған ұнады 
",positive
71301,71301,kazakh,5.0,small-home-appl,"өте жақсы үтіктейді кемшілігі жоқ ,  бағасына сай 
",positive
71302,71302,kazakh,4.0,small-home-appl,"қызған кезде буы жақсы шығады ,  жақсы үтіктейді қызбай тұрғанда айтынан су ағып тұратыны жаман 
",positive
71333,71333,kazakh,5.0,small-home-appl,"керемет үтік ,  алсаңыздар ,  өкінбейсіздер . 
",positive
71334,71334,kazakh,5.0,small-home-appl,"өтті жақсы тауар . маған ұнады 
",positive
71343,71343,kazakh,5.0,small-home-appl,"өте жақсы ! рахмет каспи магазинг ! 
",positive
71347,71347,kazakh,5.0,small-home-appl,"керемет ,  сапас жақсы 
",positive
71376,71376,kazakh,5.0,small-home-appl,"рахмет бәріне машина тамаша ,  күшті ,  маған ұнады шағым жоқ 
",positive
71391,71391,kazakh,5.0,small-home-appl,"маған өте қатты ұнады . сіздерге де алуға кеңес беремін ! каспи магазинг рахмет . бағасы қолжетімді . өте күшті тазалайда екен . 
",positive
71425,71425,kazakh,5.0,small-home-appl,"маған ұнады . 
",positive
71437,71437,kazakh,5.0,small-home-appl,"машина супер 
",positive
71449,71449,kazakh,5.0,small-home-appl,"жақсы тігін машинас ,  бәріне алуға ұсыныс жасаймын . 
",positive
71460,71460,kazakh,5.0,small-home-appl,"өнім жақсы ,  қолданысқа оңай әрі жеңіл ! сапас өте жақсы . функциялар автоматтандырылған . мекемесі жақсы . ақшаны аямай көзді жұмып сатыпалыңыздар . өкінбейсіздер ! барлығы ұнады ! рақмет . қазірше еш нәрсе айта алмаймын . бірәздәң соң аурулар шықпаса . 
",positive
71509,71509,kazakh,5.0,small-home-appl,"жасөспірім қызыма әпергенмін . қызым риза . 
",positive
71619,71619,kazakh,5.0,small-home-appl,"сапас өте жоғары ,  еденімді жылтыратып жуад . 
 ыңғайлы . 
 тиімді . 
",positive
71636,71636,kazakh,5.0,small-home-appl,"ыңғайлы ,  маған қатты ұнады ,  қуанып тұрмын 
",positive
71657,71657,kazakh,5.0,small-home-appl,"тігін машина керемет ,  маған қатты ұнады . каспи ,  рахмет 
",positive
71658,71658,kazakh,5.0,small-home-appl,"salemetsizderme . mashina ote jaksi ,  unadi . rahmet sizderge ,  jumisdarinzga sattilik tileimin 
",positive
71659,71659,kazakh,3.0,small-home-appl,"janome v 12 машинас алгам . былать жаман емес ,  ауыр емес . бір минус тігіс барысында үстінгі жібі узіліп кета бередить . қайта - қайта сабақтап отыр керек 
",neutral
71676,71676,kazakh,5.0,small-home-appl,"керемет тігінші емеспін ,  дегенмен тіккен киімдерім сапал болып шығары сөзсіз ,  рахмет ,  мүмкіндігі мол компаниялар болғаны үшін . маған сыртқы қорабын ашқан сәттен бастап ,  көңіліме жақты .  12 операцияс бар ,  тез үйрендім ,  бірақ барлық операцияларын орындай қойған жоқпын  ( бір апта болда ) . сыртқы формас әдемі . мусор салғыш латогы бар . контейнер бар . 
",positive
71732,71732,kazakh,4.0,small-home-appl,"өте керемет шаңсорығыш . 
",positive
71737,71737,kazakh,5.0,small-home-appl,"ұнады ,  дауыс ақырын шығады екен ! 
",positive
71738,71738,kazakh,2.0,small-home-appl,"дизайні ,  ықшам осындай бағасына қуаттылығы өте аз . 
",negative
71740,71740,kazakh,5.0,small-home-appl,"күшті істейді . маған өте ұнады . рахмет сіздерге 
",positive
71763,71763,kazakh,5.0,small-home-appl,"маған қатты ұнады . бәрі жақсы дауыс ақырын ,  жақсы тазалайда 
",positive
71789,71789,kazakh,5.0,small-home-appl,"өте жақсы шаңсорғыш 
",positive
71807,71807,kazakh,4.0,small-home-appl,"жақсы үтік ,  өзімде болған алдын 
",positive
71812,71812,kazakh,5.0,small-home-appl,"сапал ,  және бағасы арзана . еш өкінбейсiн . 
",positive
71829,71829,kazakh,5.0,small-home-appl,"жақсы ,  қарындасыма ұнады ,  планета электроникаға рақмет 
",positive
71831,71831,kazakh,4.0,small-home-appl,"маған ұнады ,  жақсы екен 
",positive
71832,71832,kazakh,5.0,small-home-appl,"рахмет ,  маған өте ұнады ,  менің ең бңрiншi машинка . 
",positive
71837,71837,kazakh,5.0,small-home-appl,"өте жақсы машина қолдануға ыңғайлы . маған ұнады ,  бағасы қолайлы ,  дауыс жайя 
",positive
71886,71886,kazakh,5.0,small-home-appl,"мена өте қуаныштымын ,  бүгіннен бастап тігуді бастадым . ар қарай көреміз машинка қандай екенін . жоқ 
",positive
71914,71914,kazakh,5.0,small-home-appl,"жалпа жақсы деп ойлаймыза ,  бұйырса көрпе тігеміз )  тыныш жұмыс жасайд жағымсыз жағы әлі жоқ ,  алғанымызға екі апта болда ,  көп қолданылмады себебі 
",positive
71927,71927,kazakh,5.0,small-home-appl,"janome тігін машинасын басқаларғада алуда ұсынар едім . маған janome тігін машинас өте ұнады . тіккенге де ыңғайлы . өзім куткен тігін машинамды алғаныма қуаныштымын 
",positive
71931,71931,kazakh,5.0,small-home-appl,"супер машина 
",positive
71935,71935,kazakh,5.0,small-home-appl,"жақсы машина деп айта аламын . бәрі жақсы ,  маған ұнады үлкенін алмағаныма өкініп қалдым ,  келесіді аламын əрине 
",positive
71952,71952,kazakh,5.0,small-home-appl,"өте тамаша ! 
",positive
71988,71988,kazakh,5.0,small-home-appl,"ыңғайлы ,  бағасы ұнамды ,  сым ұзын . 
",positive
72003,72003,kazakh,3.0,small-home-appl,"сапас орташа . қалың мат тікпейді 
",neutral
72008,72008,kazakh,3.0,small-home-appl,"болад . баламның қалың жейдесінің қатпарын кетірмеді ,  бір сөзбен айтқанда үтікке жетпейді ! 
",neutral
72017,72017,kazakh,5.0,small-home-appl,"товар менің ойымнан шықты . каспиг алғысым шексіз . өте жақсы үтіктейді 
",positive
72030,72030,kazakh,5.0,small-home-appl,"мена өте қуаныштымын бұл шаңсорғышты алғаныма )  қуана қолданып жүрмін )  рахмет ,  каспи )
",positive
72080,72080,kazakh,5.0,small-home-appl,"маған ұнады ,  керемет . үй тапа - таз . басқа шаңсорғыштармен салыстыруға келмейді . каспи магазинг көп рахмет мұндай мүмкіндік бергеніне . пылесос іздегендерге ,  оса томаст алыңыздар . 
",positive
72084,72084,kazakh,5.0,small-home-appl,"шаңсорғыш ойдағыдай . бəрі өндірушінің уəдесіне сай . 
",positive
72095,72095,kazakh,5.0,small-home-appl,"керемет . сыйлыққа беруг өте ыңғайлы . 
",positive
72140,72140,kazakh,5.0,small-home-appl,"керемет ! 
",positive
72202,72202,kazakh,5.0,small-home-appl,"рахмет . өте күшті ,  сапал жұмыс жасайда . 
",positive
72241,72241,kazakh,5.0,small-home-appl,"алсаңыз ,  өкінбейсіз ,  керемет . жақсы тартада ,  2 бас бар ,  біреуі шаң ,  екіншісі щеткасы ,  яғни қыл ,  т . б . алада . шаңды жинайтын арнайы ыдыс бар . ұнады маған ,  күшті . 
",positive
72256,72256,kazakh,5.0,small-home-appl,"өте жақсы ,  ұнады . 
",positive
72267,72267,kazakh,5.0,small-home-appl,"көңілімнен шықты 
",positive
72271,72271,kazakh,5.0,small-home-appl,"өте жақсы ,  маған бәрі ұнады . 
",positive
72292,72292,kazakh,4.0,small-home-appl,"алған затый ұнады ,  алғаныма өкінбеймін маған ұнады . балдарымда алып ,  үйді тазалаять береді ,  салмағы жеңіл сәл ұнамғаны заряд тез отырып қалады 
",positive
72302,72302,kazakh,3.0,small-home-appl,"маған қатты ұнамады ! бір бөлмелі пәтерге болад ! балас жоқ үйде . 
",neutral
72308,72308,kazakh,5.0,small-home-appl,"супер техника хотеть пылесос ,  наконец - то появляться такой возможность благодаря каспи банка ! покупка очень довольный ,  не мочь нарадоваться . порадовать ,  использовать мешок уборка ,  мама сложно разбирать пылесос ,  кнопочка нажимать ,  готовый ,  сам делать влажный уборка .  :)  страх ,  8 кг ,  оказываться не тяжело ,  очень легко ездить колесико . общий ,  советовать ,  ребята ! нет никакой замечание 
",positive
72391,72391,kazakh,5.0,small-home-appl,"жеңіл ,  пайдалануға ыңғайлы . жақсы тазалайда 
",positive
72408,72408,kazakh,5.0,small-home-appl,"өте керемет ! сапас тамаша ,  алғаныма қуаныштымын . рахмет 
",positive
72410,72410,kazakh,5.0,small-home-appl,"өте жақсы 
",positive
72434,72434,kazakh,5.0,small-home-appl,"өте жақсы 
",positive
72493,72493,kazakh,4.0,small-home-appl,"керемет . бағасы да . еш қиындығы жоқ . бәрі түсінікті . ыңғайлы . ыңғайлы . мена ойлағандай керемет екен . сапас өте жақсы . 
",positive
72494,72494,kazakh,5.0,small-home-appl,"машинка ұнады . қолдану оңай екен . ойланбай алуға кеңес берер едім 
",positive
72517,72517,kazakh,1.0,small-home-appl,"маған түк ұнамады . қоқысты қалдырып кетеді ,  жақсылап жинамайд . алмауға кеңес беремін 
",negative
72563,72563,kazakh,4.0,small-home-appl,"тауар өз дизайнымя ұнады . janome өнімнің сапас болғандықтан жақсы . алайд басқа моделдеріне қарағанда бірінші астыңғы тігісті жүргізетін  "" инесін ""  сабақтау қиындау . арнайы жақындататын басқышы жоқ . алғашқы оверлогым болғандықтан біраз састырды . нұсқауын бірден түсіну оңай емес ,  сондықтан ютубтан іздеп табуға тур келді . əзірге жаман дейтіндей ештеңе байқамадым . құрал - саймандар мена қосымша инелері бар . 
",positive
72606,72606,kazakh,5.0,small-home-appl,"маған үтік қатты ұнады . керемет ,  бу мена реттеуші жақсы ,  күйдірмейді . каспиг көп рахмет . 
",positive
72608,72608,kazakh,5.0,small-home-appl,"маған қатты ұнады ,  көптен бері алғым келіп жүр еді ,  арманым жеттім . сіздергеде алуыңызды ұсынамын ,  өкінбейсіздер . 
",positive
72699,72699,kazakh,5.0,small-home-appl,"каспи магазинг рахмет ,  үйде отырып тапсырыс беруг мүмкіншілік жасағанына ! өте керемет шаңсорғыш . көңілімізден шықты . үй тапа - таз ,  шанның иісі шықпайды . бағасына сай . 
",positive
72710,72710,kazakh,5.0,small-home-appl,"маған бәрі ұнады . өте таз тазалайд ,  ыңғайлы ,  бүкіл щеткаларын бірге алып жүруге болад тазалык кезінде ,  ауаға шаң шығармайды . сапас өте жаксы ,  дизайн әдемі . 
",positive
72732,72732,kazakh,5.0,small-home-appl,"каспи магазинг ,  сулпаққа алғысым шексіз шаңсорғыш супер . өзім алып қолданғаныма көпте болған жоқ ,  бірақ қатты ұнады . ең бастыс ,  шаша жинайда екен . бағасына лайық . ешқандай өкінбейсіздер . жағымсыз əсер жоқ 
",positive
72735,72735,kazakh,5.0,small-home-appl,"өте жақсы шаңсорғыш екен . алыңыздар ,  өкінбейсіздер . 
",positive
